Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Flood?
Barisal,1949,1,29.4,12.3,0,68,0.453703704,0.6,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1949,2,33.9,15.2,9,63,0.659259259,0.9,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1949,3,36.7,20.2,8,59,1.085185185,1.5,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1949,4,33.9,23.9,140,71,1.772222222,3.9,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1949,5,35.6,25,217,76,1.703703704,4.1,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1949,6,34.4,25.7,512,80,1.631481481,5.6,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1949,7,33.4,25.8,575,85,1.57037037,5.4,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1949,8,33.5,25.7,349,86,1.32962963,5.6,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1949,9,34.8,25.7,252,83,0.937037037,4.8,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1949,10,34,24.7,128,78,0.490740741,3.1,7,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1949,11,31.5,17.4,41,68,0.312962963,0.9,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1949,12,29.7,12.5,0,66,0.337037037,0.3,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1950,1,30,14.1,0,77,0.453703704,0.8,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1950,2,31.7,16.6,90,76,0.659259259,1.7,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1950,3,36.1,20.5,13,70,1.085185185,2.9,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1950,4,37.2,24.2,66,75,1.772222222,3.3,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1950,5,36.1,25.5,87,78,1.703703704,4.8,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1950,6,33.9,26,476,87,1.631481481,7.2,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1950,7,32.2,25.9,546,89,1.57037037,6.8,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1950,8,32.8,25.6,337,90,1.32962963,7.4,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1950,9,33.9,26.4,187,84,0.937037037,6.5,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1950,10,33.3,24.5,339,85,0.490740741,5.8,7,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1950,11,32.9,18.6,98,73,0.312962963,2.9,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1950,12,30.1,14,0,68,0.337037037,1.5,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1951,1,28.2,12.3,0,77,0.453703704,0.6,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1951,2,32.3,16,0,76,0.659259259,0.6,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1951,3,35.6,21.5,67,70,1.085185185,4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1951,4,36.7,24.3,137,75,1.772222222,4.6,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1951,5,35.2,25.6,114,78,1.703703704,3.9,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1951,6,33.9,26.2,394,87,1.631481481,6.7,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1951,7,35,26,375,89,1.57037037,7.2,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1951,8,33.3,26.4,194,90,1.32962963,7.3,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1951,9,34.4,25.5,286,84,0.937037037,5.5,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1951,10,33.3,25.1,301,85,0.490740741,4.8,7,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1951,11,31.1,20,31,73,0.312962963,2.5,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1951,12,31.7,15.7,0,68,0.337037037,2.1,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1952,1,26.6,12.3,2,77,0.453703704,1,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1952,2,30.6,15.2,8,75,0.659259259,1.5,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1952,3,33.3,20.2,33,73,1.085185185,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1952,4,34,23.9,85,78,1.772222222,3.7,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1952,5,33.6,25,196,81,1.703703704,4.7,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1952,6,32.9,25.7,406,87,1.631481481,6.2,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1952,7,31.2,25.6,414,88,1.57037037,6.5,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1952,8,31.4,25.7,349,88,1.32962963,6.4,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1952,9,32.5,25.5,275,87,0.937037037,5.6,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1952,10,32,23.8,171,85,0.490740741,3.6,7,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1952,11,30.7,18.8,35,80,0.312962963,2,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1952,12,27.8,13.7,4,63,0.337037037,1,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1953,1,30,13.3,10,75,0.453703704,1.6,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1953,2,32.8,15.5,3,75,0.659259259,2.2,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1953,3,35,22.9,3,78,1.085185185,3.1,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1953,4,36.7,25.1,46,76,1.772222222,3.9,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1953,5,36.1,25.2,339,81,1.703703704,5.3,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1953,6,35.6,25.2,715,88,1.631481481,7.3,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1953,7,35,25.5,526,91,1.57037037,6.9,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1953,8,36.7,25.7,167,87,1.32962963,6.1,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1953,9,35,25.7,174,87,0.937037037,5.6,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1953,10,33.1,24.3,45,80,0.490740741,3,7,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1953,11,30.6,19.1,0,77,0.312962963,1.4,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1953,12,29.4,16.1,0,76,0.337037037,0.6,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1954,1,27.8,12.7,0,72,0.453703704,0.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1954,2,33.4,17.9,3,73,0.659259259,1,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1954,3,36.7,20.5,56,65,1.085185185,1.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1954,4,37.1,25.6,14,72,1.772222222,3,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1954,5,37.1,26.3,70,74,1.703703704,3.8,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1954,6,36,25.4,500,86,1.631481481,6.4,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1954,7,33,25.8,260,85,1.57037037,5.6,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1954,8,33.8,26.4,360,87,1.32962963,6.6,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1954,9,34.1,26.4,144,88,0.937037037,5.6,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1954,10,33.2,23.7,169,86,0.490740741,4.3,7,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1954,11,29.7,17.7,1,76,0.312962963,1,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1954,12,29.3,15.2,6,78,0.337037037,2.1,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1955,1,26.6,12.3,2,77,0.453703704,1,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1955,2,30.5,15.2,8,75,0.659259259,1.5,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1955,3,33.3,20.2,33,73,1.085185185,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1955,4,34,23.9,85,78,1.772222222,3.7,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1955,5,33.6,25,196,81,1.703703704,4.7,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1955,6,32.9,25.7,406,87,1.631481481,6.2,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1955,7,31.2,25.6,414,88,1.57037037,6.5,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1955,8,31.4,25.7,349,88,1.32962963,6.4,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1955,9,32.5,25.5,275,87,0.937037037,5.6,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1955,10,32,23.8,171,85,0.490740741,3.6,7,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1955,11,30.7,18.8,35,80,0.312962963,2,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1955,12,27.8,13.7,4,63,0.337037037,1,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1956,1,29.4,14.3,17,74,0.453703704,0.4,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1956,2,32.8,14.9,0,69,0.659259259,1.2,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1956,3,36.7,21.5,20,72,1.085185185,1.8,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1956,4,37.2,24.3,92,77,1.772222222,2.6,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1956,5,34.4,26.2,343,83,1.703703704,5.6,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1956,6,32.2,25.2,784,87,1.631481481,6.3,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1956,7,33.8,25.8,319,86,1.57037037,5.7,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1956,8,33.3,26,497,87,1.32962963,5.6,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1956,9,33.4,25.7,700,85,0.937037037,4.8,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1956,10,33.8,24.5,184,84,0.490740741,3.3,7,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1956,11,31.3,20,46,81,0.312962963,1.3,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1956,12,29.5,14.9,0,79,0.337037037,0.2,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1957,1,30.1,15.1,104,80,0.453703704,1,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1957,2,30.6,16.3,13,80,0.659259259,1.6,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1957,3,36.6,20,0,70,1.085185185,1.8,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1957,4,37.3,24.9,1,85,1.772222222,2.3,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1957,5,36.2,26.7,22,77,1.703703704,4.2,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1957,6,35.5,26.5,244,83,1.631481481,5.3,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1957,7,33.3,26,564,87,1.57037037,5.8,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1957,8,35.5,26.3,286,87,1.32962963,5.3,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1957,9,34.4,26.3,216,86,0.937037037,5.3,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1957,10,33.2,24.4,52,80,0.490740741,3.2,7,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1957,11,30.7,18.5,0,73,0.312962963,0.9,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1957,12,29.4,14.8,0,76,0.337037037,0.2,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1958,1,31.1,15.5,0,77,0.453703704,1.7,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1958,2,30.5,16.6,12,75,0.659259259,2.3,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1958,3,33.6,16.5,51,73,1.085185185,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1958,4,36.6,24.5,129,79,1.772222222,3,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1958,5,36.1,26.2,289,83,1.703703704,4,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1958,6,35.5,27,171,84,1.631481481,4.9,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1958,7,33.3,26.2,414,90,1.57037037,6,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1958,8,33.4,26.1,268,88,1.32962963,5.6,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1958,9,34.4,26,321,85,0.937037037,5.4,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1958,10,33.8,25.5,208,86,0.490740741,3.3,7,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1958,11,32.2,21.2,0,86,0.312962963,1.7,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1958,12,28.8,16.7,0,78,0.337037037,0.8,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1959,1,29.9,14.5,24,77,0.453703704,1.4,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1959,2,30.5,15.6,5,80,0.659259259,1,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1959,3,36.4,20.6,59,72,1.085185185,1.5,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1959,4,37.2,24.9,59,74,1.772222222,3.2,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1959,5,36.1,25.6,258,79,1.703703704,4.6,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1959,6,34.6,25.8,377,85,1.631481481,5.4,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1959,7,33.8,25.8,751,87,1.57037037,6.5,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1959,8,32.7,25.8,621,87,1.32962963,6.1,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1959,9,33.8,25.3,608,91,0.937037037,5.7,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1959,10,32.3,24.3,475,87,0.490740741,4.4,7,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1959,11,29.9,18.5,0,79,0.312962963,0.6,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1959,12,27.2,14.8,0,78,0.337037037,0.8,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1960,1,27.3,12.8,0,71,0.3,1.3,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1960,2,32.7,16.5,0,77,0.1,0.5,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1960,3,34.9,19.6,36,69,0.6,1.8,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1960,4,36.6,24.9,13,71,1,1.8,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1960,5,37.2,26.4,324,76,1.1,4.2,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1960,6,34.4,26.5,433,84,0.6,5,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1960,7,32.8,25.5,716,89,0.4,6,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1960,8,33.6,26.6,823,88,0.4,6.2,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1960,9,34,25.9,650,88,0.3,5.4,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1960,10,33.8,24.1,316,80,1.6,2.5,7,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1960,11,31.7,18.8,79,74,0.3,1.3,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1960,12,28.3,15.1,0,75,0.1,0.8,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1961,1,28.8,14.5,8,73,0.2,1.7,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1961,2,31.6,14.9,43,70,0.3,2.2,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1961,3,34.4,22.8,51,79,0.9,2.9,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1961,4,37.2,24.8,44,79,0.8,2.9,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1961,5,36.6,25.5,303,81,1.2,3.6,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1961,6,36.1,25.7,553,86,0.5,5.9,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1961,7,34.4,26.2,244,83,0.5,5.6,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1961,8,33.8,26,529,86,0.3,5.5,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1961,9,33.3,26,206,85,0.5,5.4,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1961,10,33.3,24.6,108,82,0.3,3.2,7,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1961,11,31.8,19.3,0,75,0.2,1.2,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1961,12,26.6,12.6,0,82,0.2,0.2,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1962,1,28.3,11.6,0,74,0.3,0.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1962,2,31.6,16.2,44,70,0.2,2.1,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1962,3,37.2,19.9,0,58,0.2,0.6,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1962,4,36.6,24.6,1,72,1.6,2.7,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1962,5,36.1,24.4,134,75,1.4,4.4,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1962,6,34.8,25.7,325,84,1.4,6.5,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1962,7,34.4,26.6,421,84,1.2,5.7,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1962,8,35.6,26.2,229,87,0.9,5.8,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1962,9,33.8,26.3,333,85,1.5,5.4,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1962,10,32.7,24.3,154,82,0.6,3.7,7,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1962,11,30.5,18.9,262,75,0.1,0.6,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1962,12,27.7,14.5,0,71,0.2,0.8,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1963,1,27.7,12.2,0,67,0.2,0.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1963,2,32.7,17.3,0,65,0.2,0.9,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1963,3,36.6,20.2,260,61,0.6,1.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1963,4,35.5,23.3,54,72,0.9,3.5,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1963,5,34.9,24.6,252,87,0.9,4.7,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1963,6,34.9,26.2,232,88,1.1,5.7,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1963,7,32.7,26.2,372,87,0.7,5.6,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1963,8,36.1,26,234,87,0.7,5.5,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1963,9,34.4,26.1,274,86,0.6,4.6,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1963,10,33.4,24.6,385,86,0.5,3.4,7,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1963,11,31.1,19,0,78,0.2,1,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1963,12,29.4,15.3,0,77,0.1,0.6,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1964,1,26.6,12.3,0,77,0.4,0.9,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1964,2,30.6,15.2,2,75,0.8,1.9,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1964,3,33.3,20.2,3,73,1.2,2.2,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1964,4,34,23.9,52,78,2.1,4.2,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1964,5,33.6,25,47,81,1.6,4,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1964,6,32.9,25.7,225,87,2.8,6.3,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1964,7,31.2,25.6,318,88,1.9,7.2,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1964,8,31.4,25.7,254,88,2,6.9,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1964,9,32.5,25.5,148,87,1,6.5,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1964,10,32,23.8,214,85,0.9,5.5,7,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1964,11,30.7,18.8,78,80,0.5,2.6,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1964,12,27.8,13.7,0,63,0.2,1.3,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1965,1,26.6,12.3,0,80,0.1,1.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1965,2,30.5,15.2,44,76,0.5,1.8,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1965,3,33.3,20.2,34,74,0.5,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1965,4,34,23.9,53,79,1.2,5.1,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1965,5,33.6,25,127,81,1.3,4.6,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1965,6,32.9,25.7,407,87,1.8,7.1,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1965,7,31.2,25.6,185,89,2.2,7,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1965,8,31.4,25.7,346,89,1.3,7,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1965,9,32.5,25.5,179,88,1,6.4,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1965,10,32,23.8,171,85,0.4,5,7,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1965,11,30.7,18.8,1,80,0.2,1.9,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1965,12,27.8,13.7,16,81,0.6,3.3,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1966,1,26.6,12.3,19,82,0.5,2.7,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1966,2,30.5,15.2,0,77,0.4,0.5,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1966,3,33.3,20.2,0,77,1.1,3.2,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1966,4,34,23.9,1,80,2,4.5,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1966,5,33.6,25,175,79,1.6,3.9,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1966,6,32.9,25.7,416,88,1.9,5.6,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1966,7,31.2,25.6,328,87,1.5,7.2,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1966,8,31.4,25.7,434,90,1.2,7.8,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1966,9,32.7,25.7,311,88,1.5,6.8,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1966,10,32,23.8,317,87,0.5,3.6,7,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1966,11,30.7,18.8,26,82,0.2,2.9,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1966,12,27.8,13.7,53,82,0.3,2.1,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1967,1,26.6,12.3,42,78,0.4,2.7,8.1,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1967,2,33.8,15.6,0,75,0.7,0.7,8.1,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1967,3,33.4,19,92,76,1.2,3.3,7.5,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1967,4,36.9,23,105,74,1.6,2.9,7.8,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1967,5,35.8,25.3,71,80,2,4.3,7.3,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1967,6,34.7,25.5,159,88,1.9,5.7,5.2,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1967,7,32.9,24.3,292,91,1.5,6.6,4.1,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1967,8,32.8,25.6,228,90,1.8,6.5,4.1,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1967,9,33.5,25.2,547,90,1.5,6,3.6,41950,536809.8,510151.9,22.7,90.36,4,1
Barisal,1967,10,32.8,22.7,342,83,0.6,2.7,7.2,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1967,11,29.4,15.3,0,77,0.3,1,8.7,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1967,12,28.1,13.1,0,75,0.4,1.6,8.1,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1968,1,28.9,12.2,0,75,0.6,0.9,8,41950,536809.8,510151.9,22.7,90.36,4,
Barisal,1968,2,31.1,15,14,73,0.7,1.9,8.1,41950,536809.8,510151.9,22.7,90.36,4,
